interaction_id,customer_id,channel,interaction_type,interaction_date,campaign_id,duration_seconds,outcome,source_system
INT001350,C00265,phone,email_open,2022-03-02 00:00:00,,74,no_response,SFDC
INT001351,C00124,email,visit,2022-02-23 00:00:00,CAM007,877,interested,SFDC
INT001352,C00030,email,email_click,2022-12-07 00:00:00,CAM009,-128,interested,MC
INT001353,C00308,whatsapp,email_click,2022-08-29 00:00:00,,1026,not_interested,MC
INT001354,C00207,app,chat,2023-04-28 00:00:00,,1311,,MC
INT001355,C00164,whatsapp,visit,2022-12-29 00:00:00,CAM012,186,,LEGACY
INT001356,C00072,phone,call,2023-09-13 00:00:00,,460,,MC
INT001357,C00014,dealership,call,2023-11-18 00:00:00,,1437,no_response,SFDC
INT001358,C90004,email,call,2024-04-01 00:00:00,,889,no_response,LEGACY
INT001359,C00152,phone,chat,2023-09-05 00:00:00,CAM005,798,interested,LEGACY
INT001360,C00133,phone,email_open,2023-12-28 00:00:00,CAM014,672,not_interested,SFDC
INT001361,C00215,app,email_open,2024-02-06 00:00:00,,1327,,MC
INT001362,C00208,email,call,2024-04-09 00:00:00,,953,,MC
INT001363,C00199,whatsapp,visit,2022-02-16 00:00:00,CAM009,1685,,MC
INT001364,C00019,dealership,chat,2022-01-06 00:00:00,CAM004,359,,MC
INT001365,C00299,email,call,2022-09-17 00:00:00,,398,no_response,SFDC
INT001366,C00293,email,call,2023-06-01 00:00:00,,641,no_response,MC
INT001367,C00098,dealership,email_open,2023-09-27 00:00:00,CAM003,50,no_response,LEGACY
INT001368,C00176,phone,visit,2023-01-26 00:00:00,,395,interested,LEGACY
INT001369,C00114,whatsapp,chat,2022-11-06 00:00:00,CAM009,1380,not_interested,MC
INT001370,C00274,email,chat,2023-02-09 00:00:00,CAM008,1191,not_interested,LEGACY
INT001371,C00244,phone,email_click,2023-11-19 00:00:00,CAM004,-184,no_response,LEGACY
INT001372,C00184,app,visit,2023-01-15 00:00:00,,1272,not_interested,LEGACY
INT001373,C00260,phone,email_open,2022-05-16 00:00:00,,1780,,SFDC
INT001374,C00154,dealership,email_click,2023-07-27 00:00:00,,94,,MC
INT001375,C00088,whatsapp,email_open,2022-02-12 00:00:00,CAM004,270,,MC
INT001376,C00286,dealership,call,2023-08-18 00:00:00,CAM010,732,no_response,LEGACY
INT001377,C00093,app,email_click,2022-07-03 00:00:00,,740,interested,LEGACY
INT001378,C00151,phone,email_open,2022-09-24 00:00:00,,1021,,SFDC
INT001379,C00050,email,call,2022-06-23 00:00:00,CAM012,1287,no_response,SFDC
INT001380,C00242,app,email_open,2023-05-31 00:00:00,,1258,not_interested,SFDC
INT001381,C00066,dealership,visit,2023-05-20 00:00:00,,1149,interested,LEGACY
INT001382,C00133,phone,email_open,2022-12-14 00:00:00,,40,no_response,SFDC
INT001383,C00287,dealership,visit,2023-04-25 00:00:00,,354,,SFDC
INT001384,C00094,email,email_open,2022-05-16 00:00:00,,1098,no_response,SFDC
INT001385,C00172,app,call,2022-04-02 00:00:00,CAM013,1548,,LEGACY
INT001386,C00046,app,visit,2022-11-21 00:00:00,CAM018,551,not_interested,SFDC
INT001387,C00114,whatsapp,chat,2023-12-29 00:00:00,,279,not_interested,LEGACY
INT001388,C00182,dealership,visit,2023-06-28 00:00:00,,424,,SFDC
INT001389,C00115,whatsapp,call,2023-03-20 00:00:00,,1271,no_response,LEGACY
INT001390,C00158,app,visit,2022-05-26 00:00:00,,90,not_interested,MC
INT001391,C00216,phone,email_open,2022-09-24 00:00:00,CAM017,1127,interested,MC
INT001392,C00170,whatsapp,email_open,2022-04-30 00:00:00,,77,not_interested,LEGACY
INT001393,C00191,phone,chat,2022-11-17 00:00:00,,1090,,SFDC
INT001394,C00134,whatsapp,visit,2022-02-15 00:00:00,CAM019,1078,no_response,SFDC
INT001395,C00300,dealership,email_open,2022-05-11 00:00:00,,1588,not_interested,SFDC
INT001396,C00151,dealership,visit,2023-05-27 00:00:00,CAM012,342,interested,MC
INT001397,C00238,app,email_click,2024-05-04 00:00:00,,472,no_response,SFDC
INT001398,C00061,dealership,email_open,2022-10-15 00:00:00,CAM020,777,no_response,LEGACY
INT001399,C00241,whatsapp,visit,2024-02-05 00:00:00,,265,interested,LEGACY
INT001400,C00028,whatsapp,email_open,2023-01-05 00:00:00,,474,no_response,MC
INT001401,C00299,phone,email_click,2023-03-17 00:00:00,,90,no_response,MC
INT001402,C00298,email,email_click,2022-10-17 00:00:00,,700,interested,LEGACY
INT001403,C00037,whatsapp,email_open,2022-09-27 00:00:00,,313,no_response,MC
INT001404,C00242,phone,email_click,2023-09-20 00:00:00,CAM014,480,interested,LEGACY
INT001405,C00100,app,email_open,2024-04-29 00:00:00,,200,no_response,LEGACY
INT001406,C00257,dealership,call,2024-02-19 00:00:00,,1520,,LEGACY
INT001407,C00062,dealership,chat,2022-09-28 00:00:00,,1446,,LEGACY
INT001408,C00196,whatsapp,call,2023-06-14 00:00:00,CAM003,289,interested,LEGACY
INT001409,C00272,dealership,email_click,2022-11-17 00:00:00,,578,no_response,MC
INT001410,C00153,app,email_open,2023-03-23 00:00:00,,590,no_response,SFDC
INT001411,C00212,email,call,2022-06-18 00:00:00,CAM003,1016,interested,MC
INT001412,C00028,whatsapp,visit,2022-11-20 00:00:00,,438,interested,MC
INT001413,C00078,app,visit,2024-01-25 00:00:00,CAM008,218,,MC
INT001414,C00071,phone,visit,2023-05-19 00:00:00,,743,,LEGACY
INT001415,C00103,email,email_open,2024-02-22 00:00:00,CAM002,1480,,SFDC
INT001416,C00176,whatsapp,email_click,2022-06-04 00:00:00,CAM010,1159,not_interested,LEGACY
INT001417,C00210,dealership,email_open,2023-07-24 00:00:00,,1365,,LEGACY
INT001418,C00292,whatsapp,email_click,2024-05-23 00:00:00,,632,interested,SFDC
INT001419,C00235,phone,chat,2023-11-05 00:00:00,,986,interested,LEGACY
INT001420,C00074,dealership,email_open,2023-10-14 00:00:00,,1556,no_response,MC
INT001421,C00162,email,chat,2024-03-28 00:00:00,,1686,interested,LEGACY
INT001422,C00093,whatsapp,email_open,2023-03-27 00:00:00,,1045,not_interested,SFDC
INT001423,C00042,app,chat,2022-02-24 00:00:00,,923,not_interested,SFDC
INT001424,C00250,phone,chat,2022-07-13 00:00:00,,1079,not_interested,SFDC
INT001425,C00171,whatsapp,email_open,2022-06-02 00:00:00,,849,interested,SFDC
INT001426,C00091,app,call,2022-02-25 00:00:00,,425,,SFDC
INT001427,C00161,whatsapp,visit,2022-08-24 00:00:00,,542,interested,LEGACY
INT001428,C00030,phone,chat,2022-07-07 00:00:00,,384,interested,SFDC
INT001429,C00003,whatsapp,visit,2022-02-06 00:00:00,,435,,SFDC
INT001430,C00232,dealership,email_open,2023-04-27 00:00:00,,1437,interested,SFDC
INT001431,C00141,dealership,chat,2022-09-24 00:00:00,,1762,no_response,MC
INT001432,C00108,app,visit,2022-06-17 00:00:00,,1499,interested,MC
INT001433,C00087,dealership,visit,2023-12-24 00:00:00,,605,no_response,SFDC
INT001434,C00296,email,email_click,2023-04-24 00:00:00,,834,not_interested,LEGACY
INT001435,C00082,email,call,2023-03-23 00:00:00,,240,interested,MC
INT001436,C00251,whatsapp,visit,2022-04-29 00:00:00,CAM017,1225,no_response,MC
INT001437,C00046,email,email_open,2023-05-22 00:00:00,,1654,no_response,MC
INT001438,C00067,email,email_open,2022-02-11 00:00:00,CAM015,1599,not_interested,SFDC
INT001439,C00315,phone,email_click,2023-03-29 00:00:00,,1233,no_response,LEGACY
INT001440,C00223,phone,visit,2023-01-01 00:00:00,,668,interested,LEGACY
INT001441,C00220,email,chat,2023-12-28 00:00:00,,369,,MC
INT001442,C00207,phone,email_open,2023-07-29 00:00:00,,1656,,MC
INT001443,C00220,email,chat,2023-05-12 00:00:00,CAM003,451,interested,SFDC
INT001444,C00245,app,email_open,2023-04-14 00:00:00,,1508,interested,MC
INT001445,C00197,phone,chat,2023-05-20 00:00:00,CAM012,1029,not_interested,LEGACY
INT001446,C00003,email,call,2022-04-26 00:00:00,,917,not_interested,MC
INT001447,C00020,email,visit,2024-05-16 00:00:00,,943,no_response,LEGACY
INT001448,C00274,whatsapp,call,2024-01-08 00:00:00,,897,interested,MC
INT001449,C00103,app,call,2022-06-01 00:00:00,,1251,not_interested,SFDC
INT001450,C00192,app,visit,2022-05-07 00:00:00,CAM008,1560,,LEGACY
INT001451,C00008,whatsapp,chat,2022-12-24 00:00:00,,586,interested,MC
INT001452,C00165,whatsapp,call,2022-04-06 00:00:00,,1700,no_response,LEGACY
INT001453,C00272,whatsapp,visit,2022-07-28 00:00:00,,682,not_interested,LEGACY
INT001454,C00098,dealership,chat,2022-10-18 00:00:00,CAM016,1305,,MC
INT001455,C00010,email,visit,2022-07-04 00:00:00,CAM007,250,not_interested,MC
INT001456,C00003,dealership,visit,2024-05-04 00:00:00,CAM019,1273,interested,SFDC
INT001457,C00128,phone,call,2022-06-22 00:00:00,,814,no_response,MC
INT001458,C00116,whatsapp,visit,2024-02-07 00:00:00,,909,no_response,MC
INT001459,C00177,email,visit,2023-06-05 00:00:00,,439,no_response,MC
INT001460,C00160,email,email_open,2024-04-22 00:00:00,,1191,interested,LEGACY
INT001461,C00067,phone,call,2022-10-07 00:00:00,,752,no_response,MC
INT001462,C00053,app,chat,2023-07-31 00:00:00,,795,,LEGACY
INT001463,C00197,email,call,2023-11-11 00:00:00,,1325,interested,SFDC
INT001464,C00258,app,visit,2023-08-23 00:00:00,,1708,,LEGACY
INT001465,C00302,email,email_open,2022-08-06 00:00:00,,161,interested,MC
INT001466,C00157,dealership,email_open,2023-08-21 00:00:00,CAM001,950,interested,LEGACY
INT001467,C00086,whatsapp,email_click,2022-01-05 00:00:00,,372,interested,MC
INT001468,C00034,app,email_click,2023-06-23 00:00:00,CAM012,99,not_interested,SFDC
INT001469,C00024,dealership,email_open,2024-02-25 00:00:00,CAM012,1077,interested,MC
INT001470,C00153,email,call,2023-08-08 00:00:00,,548,not_interested,MC
INT001471,C00149,whatsapp,call,2022-07-04 00:00:00,CAM012,1231,no_response,LEGACY
INT001472,C00234,dealership,visit,2023-03-03 00:00:00,CAM014,869,interested,SFDC
INT001473,C00267,whatsapp,email_click,2022-03-20 00:00:00,,631,not_interested,LEGACY
INT001474,C00306,email,email_open,2022-09-10 00:00:00,CAM017,1266,interested,SFDC
INT001475,C00269,email,visit,2024-02-26 00:00:00,,1723,not_interested,SFDC
INT001476,C00173,dealership,chat,2023-05-26 00:00:00,,1351,no_response,SFDC
INT001477,C00223,email,chat,2023-11-25 00:00:00,,1116,,MC
INT001478,C00069,phone,call,2022-04-07 00:00:00,CAM009,751,interested,SFDC
INT001479,C00176,whatsapp,visit,2022-12-03 00:00:00,CAM013,845,not_interested,SFDC
INT001480,C00251,email,visit,2022-01-27 00:00:00,,91,no_response,LEGACY
INT001481,C00184,email,email_open,2022-10-19 00:00:00,,264,not_interested,LEGACY
INT001482,C00097,phone,visit,2023-11-29 00:00:00,,398,not_interested,MC
INT001483,C00085,whatsapp,email_open,2023-11-28 00:00:00,,1686,no_response,SFDC
INT001484,C00207,app,email_click,2022-05-05 00:00:00,CAM015,690,interested,MC
INT001485,C00010,phone,visit,2023-02-08 00:00:00,,909,,MC
INT001486,C00117,phone,call,2023-01-18 00:00:00,,1649,no_response,MC
INT001487,C00115,whatsapp,call,2023-08-28 00:00:00,CAM014,410,not_interested,MC
INT001488,C00068,phone,visit,2022-04-19 00:00:00,CAM007,762,no_response,LEGACY
INT001489,C00109,whatsapp,email_click,2024-05-07 00:00:00,CAM010,532,not_interested,SFDC
INT001490,C00012,phone,chat,2022-11-28 00:00:00,CAM013,178,no_response,LEGACY
INT001491,C00302,whatsapp,call,2022-06-07 00:00:00,,470,,SFDC
INT001492,C00259,whatsapp,email_click,2022-01-30 00:00:00,CAM002,1375,not_interested,MC
INT001493,C00087,app,visit,2022-03-25 00:00:00,CAM007,791,not_interested,LEGACY
INT001494,C00064,email,email_click,2023-04-17 00:00:00,,791,no_response,SFDC
INT001495,C00188,whatsapp,chat,2024-04-30 00:00:00,,327,not_interested,SFDC
INT001496,C00020,dealership,chat,2023-12-26 00:00:00,,1626,not_interested,LEGACY
INT001497,C00193,app,chat,2023-11-07 00:00:00,CAM016,673,no_response,SFDC
INT001498,C00131,app,email_open,2023-05-07 00:00:00,,280,no_response,SFDC
INT001499,C00274,email,call,2023-04-10 00:00:00,,49,,SFDC
INT001500,C00025,phone,chat,2023-10-06 00:00:00,,682,no_response,LEGACY
INT001501,C00182,dealership,email_open,2024-07-04 00:00:00,,395,,LEGACY_V2
INT001502,C00270,phone,visit,2024-08-31 00:00:00,,115,,LEGACY_V2
INT001503,C00308,app,call,2024-08-12 00:00:00,,43,,LEGACY_V2
INT001504,C00078,email,visit,2024-08-26 00:00:00,,133,,LEGACY_V2
INT001505,C00289,whatsapp,visit,2024-07-11 00:00:00,,527,,LEGACY_V2
INT001506,C90007,phone,email_open,2024-06-28 00:00:00,,278,,LEGACY_V2
INT001507,C00269,phone,email_open,2024-09-28 00:00:00,,536,,LEGACY_V2
INT001508,C00025,app,call,2024-09-03 00:00:00,,256,,LEGACY_V2
INT001509,C00273,phone,visit,2024-08-19 00:00:00,,474,,LEGACY_V2
INT001510,C00186,dealership,call,2024-08-17 00:00:00,,302,,LEGACY_V2
INT001511,C00277,dealership,call,2024-06-10 00:00:00,,136,,LEGACY_V2
INT001512,C00118,email,visit,2024-06-09 00:00:00,,529,,LEGACY_V2
INT001513,C00086,email,visit,2024-09-06 00:00:00,,414,,LEGACY_V2
INT001514,C00192,whatsapp,visit,2024-07-24 00:00:00,,561,,LEGACY_V2
INT001515,C00082,dealership,email_open,2024-06-19 00:00:00,,421,,LEGACY_V2
INT001516,C00052,whatsapp,call,2024-06-20 00:00:00,,73,,LEGACY_V2
INT001517,C00085,email,visit,2024-08-02 00:00:00,,140,,LEGACY_V2
INT001518,C00116,whatsapp,email_open,2024-09-15 00:00:00,,130,,LEGACY_V2
INT001519,C00313,app,visit,2024-06-22 00:00:00,,127,,LEGACY_V2
INT001520,C00218,phone,email_open,2024-09-07 00:00:00,,150,,LEGACY_V2
INT001521,C00104,app,email_open,2024-09-13 00:00:00,,274,,LEGACY_V2
INT001522,C00143,dealership,call,2024-07-03 00:00:00,,399,,LEGACY_V2
INT001523,C00026,email,visit,2024-07-22 00:00:00,,461,,LEGACY_V2
INT001524,C00206,whatsapp,call,2024-09-10 00:00:00,,433,,LEGACY_V2
INT001525,C00152,whatsapp,email_open,2024-06-22 00:00:00,,70,,LEGACY_V2
INT001526,C00200,app,visit,2024-08-23 00:00:00,,385,,LEGACY_V2
INT001527,C00268,phone,visit,2024-07-25 00:00:00,,480,,LEGACY_V2
INT001528,C00216,email,email_open,2024-07-22 00:00:00,,501,,LEGACY_V2
INT001529,C00244,dealership,email_open,2024-08-16 00:00:00,,565,,LEGACY_V2
INT001530,C00240,dealership,visit,2024-06-26 00:00:00,,68,,LEGACY_V2
INT001531,C00165,email,visit,2024-07-03 00:00:00,,438,,LEGACY_V2
INT001532,C00070,app,email_open,2024-09-16 00:00:00,,472,,LEGACY_V2
INT001533,C00154,dealership,email_open,2024-07-16 00:00:00,,56,,LEGACY_V2
INT001534,C00001,email,visit,2024-06-11 00:00:00,,251,,LEGACY_V2
INT001535,C00039,app,email_open,2024-06-30 00:00:00,,215,,LEGACY_V2
